,Date,Defect ID,Defect Qty,Downtime min,Vendor,Sub Category,Category,Material Type,Plant,Defect,Defect Type
2635,2013-09-15,3,178,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Bad Seams,Rejected
2636,2013-08-14,89,890,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Mixed Product,Rejected
2637,2013-07-03,4,23,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Bad Seams,No Impact
2638,2013-05-29,5,24030,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2639,2013-05-29,5,18840,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2640,2013-05-29,5,11663,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2641,2013-05-29,5,6280,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2642,2013-05-27,5,12336,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Impact
2643,2013-05-27,5,6530,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Impact
2644,2013-05-27,5,5607,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2645,2013-05-26,5,12784,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2646,2013-05-26,12,1451,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Delamination,Rejected
2647,2013-05-22,75,9570,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2648,2013-05-22,5,6056,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2649,2013-05-20,5,5682,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2650,2013-05-15,75,7476,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2651,2013-05-15,75,6942,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2652,2013-05-14,75,30260,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2653,2013-05-13,75,18423,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2654,2013-05-13,75,8900,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2655,2013-05-13,75,8900,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2656,2013-05-13,75,8633,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2657,2013-05-13,75,8411,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2658,2013-05-13,75,8366,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Wrong Horizontal Scores,Rejected
2659,2013-04-30,5,6729,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2660,2013-04-30,5,5251,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2661,2013-04-30,5,4895,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2662,2013-04-30,23,1691,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Print defects,Impact
2663,2013-04-29,5,6878,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2664,2013-04-29,5,6675,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2665,2013-05-01,15,2136,0,xx-way,Packaging,Packaging,Corrugate,"Detriot, MI",Scrap attached,No Impact
2666,2013-04-19,12,89,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Delamination,Rejected
2667,2013-03-29,4,392,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Rejected
2668,2013-03-12,89,9,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Mixed Product,No Impact
2669,2013-02-27,109,2,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Wrong Shade of Color,No Impact
2670,2013-02-23,4,70,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Rejected
2671,2013-02-22,22,167,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Incorrect Vertical Size,Rejected
2672,2013-02-22,5,147,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Gap Variation,Rejected
2673,2013-01-24,3,58,0,xx-way,Packaging,Packaging,Corrugate,"Northbrook, IL",Bad Seams,Impact
2674,2013-01-15,3,178,0,xx-way,Packaging,Packaging,Corrugate,"Rockford, IL",Bad Seams,Rejected
2675,2014-12-25,270,178,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2676,2014-12-10,270,445,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2677,2014-12-10,270,374,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2678,2014-12-08,265,26,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Damaged in Transit,Rejected
2679,2014-11-17,8,445,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Overlapping Seam,No Impact
2680,2014-10-23,7,178,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Weak Walls,Rejected
2681,2014-10-09,270,445,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2682,2014-10-07,11,2492,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Warping,Rejected
2683,2014-09-27,91,312,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Cracked,No Impact
2684,2014-09-14,272,534,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Errors in Packaging,Rejected
2685,2014-08-27,11,1246,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Warping,Rejected
2686,2014-08-27,12,1246,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,No Impact
2687,2014-08-25,109,178,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Wrong Shade of Color,No Impact
2688,2014-08-25,12,45,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Delamination,No Impact
2689,2014-08-25,270,23,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2690,2014-06-23,270,534,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2691,2014-06-23,270,107,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Poor Pairing,No Impact
2692,2014-06-23,273,18,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Wrong Fasteners,No Impact
2693,2014-06-18,273,321,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Wrong Fasteners,Rejected
2694,2014-06-16,34,534,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Damaged Secondary Packaging,Rejected
2695,2014-06-06,13,178,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2696,2014-05-30,11,267,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Warping,Rejected
2697,2014-05-19,24,555,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Too Stiff,Impact
2698,2014-05-12,34,54,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Damaged Secondary Packaging,No Impact
2699,2014-04-25,11,935,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Warping,Rejected
2700,2014-04-25,12,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,Rejected
2701,2014-04-17,25,1602,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Misc,No Impact
2702,2014-04-10,5,1869,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Gap Variation,No Impact
2703,2014-03-28,12,1246,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,Rejected
2704,2014-03-13,11,445,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Warping,Rejected
2705,2014-03-13,252,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",No Label,Rejected
2706,2014-03-05,75,27,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Wrong Horizontal Scores,No Impact
2707,2014-03-03,10,36,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Corrugate Falling Apart,No Impact
2708,2014-03-02,12,445,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,Rejected
2709,2014-02-25,7,89,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Weak Walls,No Impact
2710,2014-02-25,4,13,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2711,2014-02-15,15,1869,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Scrap attached,Rejected
2712,2014-02-12,23,445,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Print defects,Rejected
2713,2014-02-01,3,374,0,scotquote,Logistics,Logistics,Corrugate,"Madison, WI",Bad Seams,No Impact
2714,2014-01-29,21,623,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Folding - Wrong Crease,No Impact
2715,2013-12-08,15,3738,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Scrap attached,No Impact
2716,2013-12-08,13,1763,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,No Impact
2717,2013-12-06,75,6230,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong Horizontal Scores,No Impact
2718,2013-11-30,13,5919,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2719,2013-10-29,13,623,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2720,2013-10-29,12,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,No Impact
2721,2013-10-12,22,32396,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Incorrect Vertical Size,No Impact
2722,2013-10-06,13,1869,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2723,2013-08-27,22,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Incorrect Vertical Size,No Impact
2724,2013-08-21,13,1335,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2725,2013-08-21,12,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,No Impact
2726,2013-08-21,13,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,No Impact
2727,2013-08-10,13,16020,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,No Impact
2728,2013-08-10,13,1780,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,No Impact
2729,2013-08-06,11,8722,0,scotquote,Logistics,Logistics,Corrugate,"Dayton, OH",Warping,Rejected
2730,2013-07-17,11,2492,0,scotquote,Logistics,Logistics,Corrugate,"Dayton, OH",Warping,Rejected
2731,2013-07-08,10,178,0,scotquote,Logistics,Logistics,Corrugate,"Dayton, OH",Corrugate Falling Apart,Impact
2732,2013-05-07,13,63,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,No Impact
2733,2013-04-08,15,3738,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Scrap attached,No Impact
2734,2013-04-08,13,1763,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,No Impact
2735,2013-04-06,75,6230,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong Horizontal Scores,No Impact
2736,2013-03-30,13,5919,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2737,2013-03-01,13,623,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2738,2013-03-01,12,45,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Delamination,No Impact
2739,2013-02-12,22,32396,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Incorrect Vertical Size,No Impact
2740,2013-02-06,13,1869,0,scotquote,Logistics,Logistics,Corrugate,"Naperville, IL",Wrong  Size,Rejected
2741,2014-12-18,291,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Gaps,Rejected
2742,2014-12-04,265,25,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Damaged in Transit,Rejected
2743,2014-12-02,12,1246,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Delamination,Rejected
2744,2014-11-13,267,22428,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Dirty,No Impact
2745,2014-10-28,10,12816,0,Aptaxon,Materials & Components,Materials & Components,Corrugate,"Chicago, IL",Corrugate Falling Apart,No Impact
2746,2014-10-26,33,87,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",No Bar Code,Rejected
2747,2014-10-21,15,534,0,Damdexon,Logistics,Logistics,Corrugate,Cincinnati OH,Scrap attached,No Impact
2748,2014-10-10,291,801,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Gaps,Rejected
2749,2014-10-08,12,67,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Delamination,Rejected
2750,2014-09-24,58,12460,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Incorrect Material,Rejected
2751,2014-09-24,58,8722,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Incorrect Material,Rejected
2752,2014-09-20,11,712,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Warping,Rejected
2753,2014-09-14,23,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Print defects,Rejected
2754,2014-09-06,265,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Damaged in Transit,Rejected
2755,2014-09-02,252,445,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",No Label,Rejected
2756,2014-08-31,11,890,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2757,2014-08-31,33,3,0,Howplanet,Packaging,Packaging,Corrugate,"Rockford, IL",No Bar Code,No Impact
2758,2014-08-30,11,712,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Warping,Rejected
2759,2014-08-29,91,267,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Cracked,Rejected
2760,2014-08-26,23,125,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Print defects,No Impact
2761,2014-07-09,21,154,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Folding - Wrong Crease,No Impact
2762,2014-05-21,25,5340,0,Howplanet,Packaging,Packaging,Corrugate,"Rockford, IL",Misc,Rejected
2763,2014-04-20,11,1211,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Warping,No Impact
2764,2014-03-31,25,1,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Misc,No Impact
2765,2014-03-24,91,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Cracked,Rejected
2766,2014-03-03,58,7476,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Incorrect Material,No Impact
2767,2014-02-28,25,1024,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Misc,No Impact
2768,2014-02-14,11,890,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Warping,No Impact
2769,2014-02-08,177,1,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Dirty Material,No Impact
2770,2014-02-07,4,54,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",Bad Seams,No Impact
2771,2014-02-05,16,61,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Wrinkles / Scratches/ Scuffing,Rejected
2772,2014-01-30,12,890,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Delamination,No Impact
2773,2014-01-07,25,5607,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Misc,No Impact
2774,2014-01-07,11,1816,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Warping,No Impact
2775,2014-01-06,6,216,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Elgin, IL",False scores,Rejected
2776,2013-12-25,89,7327,0,Sanin,Logistics,Logistics,Corrugate,"Bangor, MI",Mixed Product,No Impact
2777,2013-12-23,15,4379,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Scrap attached,No Impact
2778,2013-12-20,3,20025,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Bad Seams,No Impact
2779,2013-12-18,4,84,0,Subdrill,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Bad Seams,No Impact
2780,2013-12-11,3,2848,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Bad Seams,No Impact
2781,2013-12-09,13,223,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Toledo, OH",Wrong  Size,Rejected
2782,2013-12-06,11,1394,0,Indi-dox,Mechanicals,Mechanicals,Corrugate,"Gary, IN",Warping,Rejected
2783,2013-11-21,4,17800,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Bad Seams,Rejected
2784,2013-10-31,2,1528,0,tampquote,Logistics,Logistics,Corrugate,"Naperville, IL",Bad Seams,Rejected
2785,2013-10-21,12,11,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Delamination,No Impact
2786,2013-09-24,11,890,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2787,2013-09-24,177,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Dirty Material,Rejected
2788,2013-09-24,11,267,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2789,2013-09-15,11,801,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Toledo, OH",Warping,Rejected
2790,2013-09-10,11,2314,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2791,2013-08-31,25,11,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Misc,No Impact
2792,2013-08-18,12,2314,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Delamination,Rejected
2793,2013-08-14,11,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Warping,No Impact
2794,2013-08-07,3,356,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Bad Seams,No Impact
2795,2013-08-06,34,3649,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Damaged Secondary Packaging,No Impact
2796,2013-07-07,23,9,0,Howplanet,Packaging,Packaging,Corrugate,"Rockford, IL",Print defects,No Impact
2797,2013-07-01,11,220,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Warping,Impact
2798,2013-04-29,11,2003,0,Indi-dox,Mechanicals,Mechanicals,Corrugate,"Gary, IN",Warping,No Impact
2799,2013-04-25,89,7327,0,Sanin,Logistics,Logistics,Corrugate,"Bangor, MI",Mixed Product,No Impact
2800,2013-04-23,15,4379,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Scrap attached,No Impact
2801,2013-04-20,3,20025,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Bad Seams,No Impact
2802,2013-04-18,4,84,0,Subdrill,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Bad Seams,No Impact
2803,2013-04-11,3,2848,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Bad Seams,No Impact
2804,2013-04-09,13,223,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Toledo, OH",Wrong  Size,Rejected
2805,2013-04-06,11,1394,0,Indi-dox,Mechanicals,Mechanicals,Corrugate,"Gary, IN",Warping,Rejected
2806,2013-03-21,4,17800,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Bad Seams,Rejected
2807,2013-03-03,2,1528,0,tampquote,Logistics,Logistics,Corrugate,"Naperville, IL",Bad Seams,Rejected
2808,2013-02-21,12,11,0,Sanlab,Logistics,Logistics,Corrugate,"Bangor, MI",Delamination,No Impact
2809,2013-01-24,11,890,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2810,2013-01-24,177,677,0,Sanlab,Goods & Services,Goods & Services,Corrugate,"Monon, IN",Dirty Material,Rejected
2811,2013-01-24,11,267,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2812,2013-01-15,11,801,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Toledo, OH",Warping,Rejected
2813,2013-01-10,11,2314,0,Damdexon,Mechanicals,Mechanicals,Corrugate,"Indianapolis, IN",Warping,Rejected
2814,2014-12-28,64,890,0,Vaiataxon,Logistics,Logistics,Raw Materials,"Bangor, MI",Out of Spec,No Impact
2815,2014-12-03,146,20470,0,Vaiataxon,Logistics,Logistics,Raw Materials,"Bangor, MI",Integrity Failure,No Impact
2816,2014-12-02,112,356,0,zotit,Logistics,Logistics,Raw Materials,"Madison, WI",Holes,Rejected
2817,2014-11-11,276,1780,0,Ganzlane,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Mishandled,Rejected
2818,2014-11-06,112,1602,0,Lazap,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Holes,Rejected
2819,2014-11-02,146,18124,0,Stimcore,Logistics,Logistics,Raw Materials,"Bangor, MI",Integrity Failure,No Impact
2820,2014-10-30,112,890,0,Vaiataxon,Logistics,Logistics,Raw Materials,"Bangor, MI",Holes,Rejected
2821,2014-10-30,112,1,0,Stimmedia,Logistics,Logistics,Raw Materials,Cincinnati OH,Holes,Rejected
2822,2014-10-27,290,44589,0,Coneranron,Logistics,Logistics,Raw Materials,Cincinnati OH,Bad Parameters,No Impact
2823,2014-10-21,290,35600,0,Scotcan,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Bad Parameters,No Impact
2824,2014-10-15,266,171325,0,Plextechi,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Codes Wrong,Rejected
2825,2014-10-15,290,35600,0,Scotcan,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Bad Parameters,No Impact
2826,2014-10-13,290,5340,0,Tantax,Logistics,Logistics,Raw Materials,"Davenport, IA",Bad Parameters,No Impact
2827,2014-10-09,290,35600,0,Scotcan,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Bad Parameters,No Impact
2828,2014-10-06,146,20470,0,Vaiataxon,Logistics,Logistics,Raw Materials,"Bangor, MI",Integrity Failure,No Impact
2829,2014-10-01,290,35600,0,Scotcan,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Bad Parameters,No Impact
2830,2014-10-01,290,9447,0,Tonsanhigh,Logistics,Logistics,Raw Materials,Cincinnati OH,Bad Parameters,No Impact
2831,2014-09-23,290,119,0,Jaylane,Logistics,Logistics,Raw Materials,"Davenport, IA",Bad Parameters,No Impact
2832,2014-09-23,290,85,0,Jaylane,Logistics,Logistics,Raw Materials,"Davenport, IA",Bad Parameters,No Impact
2833,2014-09-16,69,1780,0,Ganzlane,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Foreign Material,No Impact
2834,2014-09-13,290,2,0,Jaylane,Logistics,Logistics,Raw Materials,Cincinnati OH,Bad Parameters,No Impact
2835,2014-09-10,290,95,0,Tonsanhigh,Logistics,Logistics,Raw Materials,Cincinnati OH,Bad Parameters,No Impact
2836,2014-09-03,290,35600,0,Scotcan,Logistics,Logistics,Raw Materials,"Milwaukee, Wi",Bad Parameters,No Impact
